Title,Payment,Job type,Experience / Level,Description
16.06. Варшава-Київ. Візьмуть вантаж,"['Yes', 'No']","['On-site / At the office', 'Part-time']",,У четвер 16-го червня їду Варшава-Київ пікапом — можу забрати вантаж. Писати в телеграм
Web Developer - React / Laravel | Yii2,['No'],"['Remote', 'On-site / At the office', 'Part-time', 'Contract']",,"У вільний від роботи час, декілька годин на день, можу допомогти в розробці корисного проекту."
Головний економіст,['Yes'],"['Remote', 'Full-time']",,"WIKTORIA DONNIEe-mail: viktoriadoni28@gmail.com telefon: + 48 690 225 821data urodzenia: 08.12.1973r.Miejsce przebywania: WładysławówDOŚWIADCZENIE ZAWODOWE 09.2021r. – 04.2022r.Główny ekonomistaJSC FORWARD BANK● obsługa księgowa i  rozliczanie czynności czynnych i biernych osób prawnych  ● prowadzenie rozliczeń systemami płatniczymi ● prowadzenie ewidencji aktualnego dokumentu dnia● archiwizacja dokumentów  do systemu  programu bankowego09.2019r. – 12.2021r. EkonimistaBank   „UAB Kredobank” ● obsługa klientów detalicznych ● przetwarzanie  i analiza dużych zbiorów danych ● księgowanie  i kontrola operacji udzielania i spłaty kredytów● księgowanie depozytów  dla osób prywatnych / osób fizycznych ● otwieranie rachunków  bieżących oraz kart płatniczych dla osób prywatnych/fizycznych● tworzenie raportów księgowych dla limitów kredytowych, debetu i IFOPS ● przygotowywanie zaświadczeń o aktywnych operacjach  zgodnie z życzeniem klienta11.2017r. – 10.2018r. Pracownik bankuBank   „JSC Privat Bank” ● obsługa rozliczeniowo – kasowa klientów banku● prowadzenie ewidencji kasowej ● prowadzenie raportów kasowych dnia ● praca z nakazami gotówkowymi dochodów i wydatków● prowadzenie ksiąg otrzymanych i wydawanych środków pieniężnych09.2014r. – 09.2017r. Pracownik bankuBank   „Oschadbank”● obsługa rozliczeniowo – kasowa klientów banku● prowadzenie raportów kasowych dnia ● prowadzenie ewidencji kasowej ● praca z nakazami gotówkowymi dochodów i wydatków● prowadzenie ksiąg otrzymanych i wydawanych środków pieniężnychWYKSZTAŁCENIE1992r. – 1998r.NUHT  w Kijowie, Wydział Zarządzaniazawód: ekonomista ZNAJOMOŚĆ JĘZYKÓWJęzyk ukraiński – bardzo dobraJęzyk angielski – średnio zaawansowanyUMIEJĘTNOŚCI● łatwość nawiązywania kontaktów● dobra  organizacja pracy● samodzielność,  zaangażowanie i odpowiedzialność● umiejętność obsługi komputera , MS Office ( Word Excel, arkusz kalkulacyjny Google),  ● umiejętność obsługi programów  bankowych ● obsługa urządzeń biurowych typu Fax, kseroZAINTERESOWANIA● sport● muzyka● wolontariat● nauka  języków obcych"
Курс з відеомонтажу.,"['Yes', 'No']","['Remote', 'Full-time', 'Part-time']",,"До війни я мав свою онлайн школу із викладання монтажу відео і цим заробляв. Встиг записати відеокурс і планував його продавати по дуже низькій вартості, щоб мої знання були не лише корисні а і доступні кожному.З початком війни я вирішив просто ділитися курсом з людьми безоплатно або ж за можливі в їх ситуації донати. Тож якщо ви маєте бажання освоїти це ремесло, звертайтесь! Все що вам потрібно - написати у приватні. Ви можете отримати доступ до курсу та одночасно допомогти ЗСУ!В першому повідомленні в телеграмі напишіть «Слава ЗСУ!»."
Копірайт/Рерайт послуги,['Yes'],"['Remote', 'Full-time']",,"Зможу збудувати корисний, гарний та змістовний текст для сайту на будь-яку тему, котрий допоможе вам показати ваш сайт чи статтю з найцікавішої та найпривабливішої сторони :)Є досвід написання коротких оповідань та віршів. Пишу з мінімальною кількістю води та відшліфовую текст для максимально привабливого читання, що й спонукає людей звертати на нього увагу. Тож не зволікайте і замовляйте! :)"
Хочу бути корисною і надавати допомогу!,['No'],"['On-site / At the office', 'Part-time']",,"Допоможу дітям, похилим людям,людям з обмеженими можливостями або військовим на волонтерській основі."
Консультації про просуванню у Тік Ток,"['Yes', 'No']","['Remote', 'Part-time']",,"Привіт, я співвласник Тік Ток агенції iBrand Agency.Ми зараз проводимо консультації для бізнесу та експертів по просуванню через Тік Ток за донат / відмітку в сторіс.Записатись можна через Дірект, будемо раді допомогти"
Перевезення гуманітарних вантажів і вантажів для військових,['No'],"['On-site / At the office', 'Part-time']",,Здійснюють безкоштовне перевезення для військових потреб та гуманітарних вантажів.
Автоволонтер,['No'],"['On-site / At the office', 'Full-time', 'Part-time']",,"Водій кат. ВС. Поїду в будь-яку точку на вашому  авто, гроші не цікавлять."
"Безкоштовна IT-освіта для соц.незахищеної молоді (+житло,їжа)",['No'],"['Remote', 'On-site / At the office', 'Full-time', 'Part-time']",,"Пропонуємо безкоштовну ІТ освіту для соціально незахищеної молоді: хлопців та дівчат, віком від 18 до 25 років із числа сиріт, напівсиріт та вимушено переселених осіб із зони бойових дій, а також для талановитої молоді, яка опинилась у складних життєвих обставинах. Забезпечуємо студентів -житлом, -харчуванням; -індивідуальною системою навчання, -медичною та психологічною підтримкою, -практикою в ІТ компаніях та допомагаємо -з працевлаштуванням. Набір проводиться за напрямками: -програмування; -тестування; -проєктний менеджмент; -веб-дизайн. Локація: Львів (можлива форма навчання онлайн)"
Київ-Донецька область. Перевезуть гум. допомогу,"['Yes', 'No']","['On-site / At the office', 'Part-time']",,Можу доставити гуманітарну допомогу з Києва до Донецької обл. Бус д280ш170в170.Ваше паливо.
Волонтер-медик з Ірану,['No'],"['On-site / At the office', 'Part-time']",,"Якщо об'єднанням потрібна невідкладна медична допомога, скажіть їм, що я готовий допомогти. Я волонтер з Ірануhttps://t.me/VolunteerTalks/158535"
Барбер для військових безкоштовно,"['Yes', 'No']","['On-site / At the office', 'Full-time', 'Part-time']",,"Я барбер, стрижу хлопців. Вирішив зробити приємне для хлопців із ЗСУ і просто військових, для них стрижка безкоштовно"
"Волонтер. Є авто, можу допомагати фізично",['No'],"['On-site / At the office', 'Full-time', 'Part-time']",,"Є волонтерські організації які потребують допомоги? Є авто, можу щось доставляти чи просто допомагати (оплата за паливо), взамін потрібна перепустка волонтера щоб їхати в комендантську годину. Деталі по суті в приватні."
Як знайти  КРАЩУ роботу,['Yes'],"['Remote', 'Contract']",,"⏱5 секунд.Стільки витрачає рекрутер на стартовий аналіз Вашого резюме.В середньому за місяць команда WorkHunter переглядає біля тисячі резюме. Знаємо, як бачить ваші резюме роботодавець. І знаємо, як зробити так, щоб саме на Ваше резюме звернули увагу, і запросили на співбесіду✔️Пропонуємо послугу ""Ефективне резюме""Як все відбувається?1. Заповнюєте форму (1 хв).2. Вам зателефонує менеджер, щоб зорієнтувати по деталях послуги та забронювати час на зідзвін з резюмемейкером (до 5 хв)3. Спілкуємось з Вами телефоном, щоб виявити сильні сторони та ключові моменти Вашого майбутнього резюме (до 15 хв)4. Ви отримуєте професійне резюме, затверджуєте його (2 хв)5*. По бажанню - надсилаєте нам відгук (2 хв)Стандартна вартість послуги 600 грн.*Якщо більш складне завдання (великий досвід, підготовка резюме під конкретного роботодавця, нестандартне оформлення тощо) вартість може бути вищою (до 1000 грн).Інвестуйте в своє майбутнє - в кращу роботу, в кращу ЗП!"
Хочу бути корисною,"['Yes', 'No']","['Remote', 'Full-time', 'Part-time', 'Contract', 'Shifts']",,"Привіт! Мене звати Катерина. Наразі я у безпеці, тому готова допомогати чи працювати.Маю досвід роботи оператором колл-центру (гаряча лінія та вихідні дзвінки)Маю досвід роботи адміністраторомТакож закінчила курси тестувальника ПЗМаю ноутбук та стабільний доступ до інтернету.Для волонтерства маю 3-4 години у день (окрім вихідних)Для оплачуваної ророби можу приділяти повний робочий день.Дуже хочу бути корисную, тож розгляну усі запити)Дякую"
Розробка макетів/ Дизайн,['Yes'],"['Remote', 'Part-time', 'Contract']",,"Створю дизайн макетів:- постерів,- поліграфії,- статичних банерів,- логотипів,- буклетів/каталогів"
Маю юридичну освіту,['No'],"['Remote', 'On-site / At the office', 'Full-time', 'Part-time', 'Contract', 'Shifts']",,Готовий допомогти чи працювати в громадській організації.
Шукаю роботу електрика монтажника,['Yes'],['On-site / At the office'],,Досвід монтажу електропроводки та слаботочних систем.
"Шукаю роботу, віддалено чи в офісі в м. Київ",['Yes'],"['Remote', 'On-site / At the office', 'Full-time', 'Part-time', 'Contract']",,"Чоловік 32 роки. Маю юридичну освіту, Вільно володію ПК та та рядом офісних програм. Швидко навчаюсь. Легко можу працювати з великим об'ємом інформації"
Одеса. Проєкт психологічної допомоги,['No'],"['Remote', 'On-site / At the office', 'Part-time']",,"Запрошуємо вас взяти участь у благодійному проекті ПСИХОЛОГІЧНОЇ ДОПОМОГИ від БФ «Надія у всьому світі». Психологічна програма, включає 7 послідовних зустрічей, наповнених техніками лікування для людей, що постраждали в результаті військових дій, а так само ви придбаєте рюкзачок з інструментами самодопомоги в складних непередбачених ситуаціях. Ведучі програми: – Ольга Гончаренко, практикуючий психолог, психотерапевт, сімейно-системний терапевт. – Олена Іванова, практикуючий системний психолог, розстановник. Здійснюється набір у 2 групи.- одна група для дорослих учасників старше 18 років; -Друга група для учасників підліткового віку 12-17 років по вівторках та п'ятницях з 14.00 до 16.00 (для підлітків) та з 17.00 до 19.00 (для дорослих) Запис за телефоном 0503911188, Ольга, 0674896726, Олена."
iOS разработка,['No'],"['Remote', 'Part-time', 'Contract', 'Shifts']",,"Основа: Большой опыт разработки iOS приложений с нуля и до App StoreДополнительно:php, codeigniter, js, cssДополнительно2:пишите, всегда найду чем смогу помочь"
"Навчання англійської мови, біології. Волонтерство",['No'],"['Remote', 'Part-time']",,"Доброго дня, мене звати Валерія. Мені 20 років. Навчаюсь у медичному університеті. Зараз у США практикую англійську. Хочу бути корисною і допомогати дітям у навчанні, які втратили можливість навчатись через війну. Дякую за увагу. Все буде Україна!"
Київ. Волонтерка,['No'],"['Remote', 'Part-time']",,"Зараз маю більше можливості  зайнятись волонтерством ,можливо потрібна кому яка допомога, або ще шось ,пишіть ,чим зможу ,допоможу."
Підтримка,['No'],"['Remote', 'Part-time']",,"Готова до спілкування та співпраці,мені 32 роки я інвалід 2 групи,кому потрібно поспілкуватися, пишіть радо поспілкуюсь!"
Допомога у навчанні,['No'],"['Remote', 'Part-time']",,"Мене звати Марія,я з Києва і мені 16 років.Хочу допомагати постраждалим під час війни у навчанні.Я вивчаю історію і хотіла б практикувати і допомагати відволіктись тим,кому зараз погано.Тому якщо у вас ж якісь пропозиція,готова працювати безкоштовно."
Візьмуть гуманітарний вантаж на Схід,"['Yes', 'No']","['On-site / At the office', 'Part-time']",,"Їдемо на днях на Схід (Дружківка). Можемо взяти гуманітарний вантаж ( бус 1 тонна), відвезти до Краматорська. Єдине прохання - частина пального та усі необхідні супровідні документи."
Київ-Донецька область. Перевезуть гуманітарний вантаж,"['Yes', 'No']","['On-site / At the office', 'Part-time']",,"Перевезу гуманітарний вантаж Київ- Донецька область. Ваша солярка в обидва кінці, бус форд транзит 1.2"
Івано-Франківськ - Харків. Візьмуть гуманітарку,"['Yes', 'No']","['On-site / At the office', 'Part-time']",,Збираюся їхати з Франківська на Харків на Рено Dokker. Можу загрузити всю автівку гум допомогою.
"Безкоштовний бот для організацій, що допомагають ЗСУ",['No'],"['Remote', 'Full-time', 'Part-time']",,"Команда IT студії magnumopus.spaceстворили телеграм бота, якого дарує будь-якій організації, яка допомагає ЗСУ(Раніше безкоштовно роздавали бота для допомоги тваринам)Все абсолютно безкоштовно, включаючи навчання як користуватися ботом, та заповнювати його кнопками допомоги!Нижче приклад того, як може виглядати бот організації! https://t.me/MOpsProjects/89(Наприклад у боті можна повідомити про пересування ворога або про поранених)Якщо ви є частиною організації, що допомагає ЗСУ, бригадою, або знаєте того, кому був би корисний цей бот - пишіть/дзвоніть."
SMM Design Copywriting Software Development за відгук,['No'],"['Remote', 'Full-time', 'Part-time']",,"Проєкт DosviDo — це майданчик, де спеціалісти-початківці можуть набратися досвіду та напрацювати власне портфоліо.Шукаємо представників бізнесу, організацій, волонтерських проєктів, які готові ділитися досвідом з початківцями, котрі починають свій шлях в діджитал-професіях.Зараз працюємо над пошуком завдань в таких сферах:▫️SMM▫️Design▫️Copywriting▫️Software DevelopmentВи можете поділитися тестовим або реальним завданням, що дозволить початківцям попрактикуватись у професії та напрацювати власне портфоліо, а вам — зробити волонтерський внесок в розвиток діджитал-професій України.Щоб поділитися завданням, заповніть форму.https://docs.google.com/forms/d/e/1FAIpQLSdfvdEkv87NPCtTE3_mabuWFepOzQIzGMDkQUH4g44QZjIA4g/viewformhttps://docs.google.com/forms/d/e/1FAIpQLSdIgwrs0RpC5QNUtmt_gjrX-W02ZP-5ePwVaDDTRW5Lm443bw/viewform"
ФОТОКОНТЕНТ,['Yes'],"['Remote', 'On-site / At the office', 'Part-time', 'Contract']",,"Доброго вечора, ми із України. Фото/відео зйомка для особистого контенту чи бізнесу: одягу, аксесуарів тощо. Піджоджу творчо та з душею. Ціна мінімальна! Задля підтримку малого бізнесу!Дзвоніть або пишіть, я на зв’язку!Слава Україні!"
Допомога в якості волонтера,['No'],"['On-site / At the office', 'Part-time']",,Маю вільний час у вихідні дні можливо потрібна допомога в якості волонтера. Територіально лівий берег.
Онлайн працівник для будь чого,['Yes'],"['Remote', 'Full-time', 'Contract', 'Shifts']",,Готовий виконувати будь-які поставлені завдання.
